date,company_id,revenue,num_orders,revenue_per_order,average_customer_lifespan,number_of_unique_customers,churn_rate,customer_lifetime_value,new_customers,repeat_customer_rate,month_Apr,month_Aug,month_Dec,month_Feb,month_Jan,month_Jul,month_Jun,month_Mar,month_May,month_Nov,month_Oct,month_Sep
2018-02-05,Mary's Christmas Store,147.19,4,36.7975,,,1.0,1.583798419029823,4.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-06,Jim's Gym Supplies,1643.61,42,39.13357142857143,,,0.9959677419354839,2.577463005752589,42.0,0.004048582995951417,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-07,Jim's Gym Supplies,1125.6299999999999,28,40.201071428571424,,,0.9963768115942029,2.5639259549687083,28.0,0.0036363636363636364,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-07,John's Boardgame Shop,34.99,1,34.99,,,1.0,0.27168304205995564,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-07,Mary's Christmas Store,60.98,2,30.49,,,1.0,2.146112140836669,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-08,Jim's Gym Supplies,1395.09,35,39.85971428571428,,,0.9967845659163987,2.5338336449661556,35.0,0.0032258064516129032,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-09,Jim's Gym Supplies,2001.98,50,40.0396,,,0.997229916897507,2.458786974482264,50.0,0.002777777777777778,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-09,Mary's Christmas Store,32.89,1,32.89,,,1.0,1.9468087185304257,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-10,Jim's Gym Supplies,1813.63,45,40.302888888888894,,,0.9975369458128078,2.2799812626279774,45.0,0.0024691358024691358,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-10,John's Boardgame Shop,34.99,1,34.99,,,1.0,1.1526961961091808,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-10,Mary's Christmas Store,78.0,1,78.0,,,1.0,1.9202209429177766,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-11,Jim's Gym Supplies,1748.29,46,38.00630434782609,,,0.9977876106194691,2.2260471475212023,46.0,0.0022172949002217295,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-11,John's Boardgame Shop,34.99,1,34.99,,,1.0,0.9308080684654774,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-12,Jim's Gym Supplies,1875.1,47,39.89574468085106,,,0.9979959919839679,2.2594078343478405,47.0,0.002008032128514056,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-13,Jim's Gym Supplies,1547.58,40,38.689499999999995,,,0.9981447124304267,2.288873738100243,40.0,0.0018587360594795538,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-13,Mary's Christmas Store,113.24000000000001,3,37.74666666666667,,,1.0,1.5401853361913442,3.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-14,Jim's Gym Supplies,1240.9300000000003,33,37.603939393939406,,,0.9982517482517482,2.3111687112258847,33.0,0.0017513134851138354,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-14,John's Boardgame Shop,34.99,1,34.99,,,1.0,0.7796185612059655,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-14,Mary's Christmas Store,33.53,1,33.53,,,1.0,1.4366337224731547,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-15,Jim's Gym Supplies,2306.76,52,44.360769230769236,,,0.9983974358974359,2.4564353156013667,52.0,0.0016051364365971107,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-15,John's Boardgame Shop,34.99,1,34.99,,,1.0,0.6702166153732939,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-15,Mary's Christmas Store,29.23,1,29.23,,,1.0,1.3385503464829462,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-16,Jim's Gym Supplies,1717.51,44,39.03431818181818,,,0.9985029940119761,2.4617693321784744,44.0,0.0014992503748125937,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-16,John's Boardgame Shop,62.98,1,62.98,,,1.0,1.3833444403535458,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-17,Jim's Gym Supplies,951.94,26,36.613076923076925,,,0.9971181556195965,2.4163583435174134,25.0,0.002890173410404624,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-17,Mary's Christmas Store,52.0,1,52.0,,,1.0,1.420592809844246,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-18,Jim's Gym Supplies,1031.6499999999999,22,46.89318181818181,,,0.9972067039106145,2.3980351482841478,22.0,0.0028011204481792717,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-18,John's Boardgame Shop,62.98,1,62.98,,,1.0,1.3048400902596675,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-19,Jim's Gym Supplies,1037.06,24,43.21083333333333,,,0.9972972972972973,2.3539768347104943,24.0,0.0027100271002710027,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-19,John's Boardgame Shop,132.96,3,44.32,,,1.0,1.5831918075045086,3.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-19,Mary's Christmas Store,33.53,1,33.53,,,1.0,1.3394709361838477,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-20,Jim's Gym Supplies,2593.3599999999997,63,41.16444444444444,,,0.9912826899128269,2.4371206230969924,58.0,0.008793969849246231,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-20,John's Boardgame Shop,41.3,1,41.3,,,1.0,1.4625170295992114,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-21,Jim's Gym Supplies,2118.14,51,41.5321568627451,,,0.9859484777517564,2.493775228248518,47.0,0.013064133016627079,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-22,Jim's Gym Supplies,1627.9900000000002,40,40.69975000000001,,,0.9832214765100671,2.4494110147993133,37.0,0.015927189988623434,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-22,Mary's Christmas Store,32.98,1,32.98,,,1.0,1.2661345365265548,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-23,Jim's Gym Supplies,1415.45,33,42.89242424242424,,,0.982740021574973,2.426684071950564,32.0,0.01646542261251372,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-23,Mary's Christmas Store,1388.52,23,60.3704347826087,,,1.0,4.187212446974061,23.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-24,Jim's Gym Supplies,1135.83,25,45.4332,,,0.9821428571428571,2.4098992429471373,24.0,0.017112299465240642,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-24,Mary's Christmas Store,289.99,7,41.42714285714286,,,1.0,3.7703877387675475,7.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-25,Jim's Gym Supplies,897.86,20,44.893,,,0.9825102880658436,2.445134759646889,20.0,0.016753926701570682,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-25,John's Boardgame Shop,111.98,1,111.98,,,1.0,1.5040849608458169,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-25,Mary's Christmas Store,96.2,2,48.1,,,1.0,3.7043072582680896,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-26,Jim's Gym Supplies,1250.31,32,39.0721875,,,0.9800796812749004,2.452654753884281,29.0,0.019308943089430895,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-26,John's Boardgame Shop,34.99,1,34.99,,,1.0,1.3851396937519007,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-27,Jim's Gym Supplies,1285.78,29,44.33724137931034,,,0.978702807357212,2.4619837096903017,27.0,0.020771513353115726,0,0,0,1,0,0,0,0,0,0,0,0
2018-02-28,Jim's Gym Supplies,1041.16,25,41.6464,,,0.9763705103969754,2.5063534900145226,22.0,0.023233301064859633,0,0,0,1,0,0,0,0,0,0,0,0
2018-03-01,Jim's Gym Supplies,1290.88,32,40.34,,,0.9743119266055046,2.491701370440065,29.0,0.02448210922787194,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-01,John's Boardgame Shop,62.98,1,62.98,,,1.0,1.3277417794026323,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-02,Jim's Gym Supplies,1573.4199999999998,37,42.52486486486486,,,0.9707187222715173,2.551614508639546,32.0,0.0283363802559415,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-02,John's Boardgame Shop,34.99,1,34.99,,,1.0,1.2342677135212785,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-03,Jim's Gym Supplies,1699.51,35,48.557428571428574,,,0.959552495697074,2.6858030685960665,22.0,0.04035874439461883,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-03,John's Boardgame Shop,216.58,3,72.19333333333334,,,1.0,1.1406154642122335,3.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-05,Jim's Gym Supplies,3984.8999999999996,92,43.314130434782605,,,0.9505582137161085,2.793913570470011,77.0,0.050335570469798654,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-05,John's Boardgame Shop,38.52,1,38.52,,,1.0,1.076299303562818,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-06,Jim's Gym Supplies,1663.0400000000002,45,36.95644444444445,,,0.9491916859122402,2.779204752390127,41.0,0.05190592051905921,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-06,John's Boardgame Shop,214.93,5,42.986000000000004,,,1.0,0.8517469994431659,5.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-07,Jim's Gym Supplies,811.35,21,38.635714285714286,,,0.946969696969697,2.7687539950913025,17.0,0.0544,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-07,John's Boardgame Shop,136.48,4,34.12,,,1.0,1.2103799171343985,4.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-08,Jim's Gym Supplies,1175.6599999999999,26,45.2176923076923,,,0.9457652303120356,2.7747747762007093,23.0,0.05577376276512176,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-08,John's Boardgame Shop,221.63,6,36.93833333333333,,,1.0,0.9777241017119966,6.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-09,Jim's Gym Supplies,1164.4,27,43.12592592592593,,,0.9417334304442826,2.8002673519929666,20.0,0.060324825986078884,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-09,John's Boardgame Shop,174.69,5,34.938,,,1.0,0.8402478504626513,5.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-10,Jim's Gym Supplies,1290.3500000000001,26,49.62884615384616,,,0.9378127233738385,2.830974545339652,19.0,0.06478658536585366,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-10,John's Boardgame Shop,116.96000000000001,3,38.98666666666667,,,0.9777777777777777,0.8927860260776616,2.0,0.022727272727272728,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-11,Jim's Gym Supplies,1422.0300000000002,32,44.438437500000006,,,0.9350104821802935,2.8536878315233896,26.0,0.06801195814648729,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-11,John's Boardgame Shop,269.03999999999996,9,29.89333333333333,,,0.9814814814814815,0.6987623662703976,9.0,0.018867924528301886,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-12,Jim's Gym Supplies,805.24,19,42.381052631578946,,,0.9351724137931035,2.8288209298125957,18.0,0.06710914454277286,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-12,John's Boardgame Shop,248.98,7,35.568571428571424,,,0.9836065573770492,0.6055293582776412,7.0,0.016666666666666666,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-13,Jim's Gym Supplies,1508.95,41,36.80365853658537,,,0.9336016096579477,2.798058026752374,36.0,0.06896551724137931,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-13,John's Boardgame Shop,129.79,2,64.895,,,0.9841269841269841,0.5965567483039438,2.0,0.016129032258064516,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-14,Jim's Gym Supplies,3596.060000000001,118,30.475084745762718,,,0.9229334990677439,2.90851287452855,93.0,0.08080808080808081,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-14,John's Boardgame Shop,1259.3000000000002,12,104.94166666666668,,,0.9733333333333334,0.6582155255578844,11.0,0.0273972602739726,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-15,Jim's Gym Supplies,1986.3300000000002,45,44.14066666666667,,,0.9220072551390568,2.8967743690397003,40.0,0.08196721311475409,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-15,John's Boardgame Shop,214.27,11,19.47909090909091,,,0.9767441860465116,0.7173851141903809,11.0,0.023809523809523808,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-15,Mary's Christmas Store,202.74999999999997,4,50.68749999999999,,,1.0,3.4531001661113794,4.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-16,Jim's Gym Supplies,2696.82,65,41.489538461538466,,,0.9208842350203607,2.840365212163797,58.0,0.08338597599494631,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-16,John's Boardgame Shop,177.17999999999998,9,19.686666666666664,,,0.9789473684210527,0.6098153681838183,9.0,0.021505376344086023,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-16,Mary's Christmas Store,430.98,8,53.8725,,,0.9696969696969697,3.3508022569311127,6.0,0.03125,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-17,Jim's Gym Supplies,2172.9,52,41.78653846153846,,,0.9203839638622248,2.7724883014108346,48.0,0.08404907975460123,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-17,John's Boardgame Shop,284.85,6,47.475,,,0.9603960396039604,0.6155809802358818,4.0,0.030927835051546393,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-17,Mary's Christmas Store,84.97999999999999,2,42.489999999999995,,,0.9705882352941176,3.231475449557023,2.0,0.030303030303030304,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-18,Jim's Gym Supplies,1603.5900000000001,35,45.816857142857145,,,0.9158361018826136,2.80394678010276,24.0,0.08948004836759371,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-18,John's Boardgame Shop,191.98,3,63.99333333333333,,,0.9423076923076923,0.7270949877747118,1.0,0.05102040816326531,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-18,Mary's Christmas Store,32.98,1,32.98,,,0.9710144927536232,3.1660827681242547,1.0,0.029850746268656716,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-19,John's Boardgame Shop,272.94,9,30.326666666666668,,,0.9380530973451328,0.7121018964974978,8.0,0.05660377358490566,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-20,Jim's Gym Supplies,0.0,1,0.0,,,0.9153292750415053,2.8047582858341196,0.0,0.08948004836759371,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-20,John's Boardgame Shop,113.08,4,28.27,,,0.9401709401709402,0.6758859725835871,4.0,0.05454545454545454,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-20,Mary's Christmas Store,85.53,2,42.765,,,0.971830985915493,3.2012076987668636,2.0,0.028985507246376812,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-21,John's Boardgame Shop,43.96,2,21.98,,,0.9411764705882353,0.65742835016638,2.0,0.05357142857142857,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-21,Mary's Christmas Store,84.35,2,42.175,,,0.9726027397260274,3.0957196220694367,2.0,0.028169014084507043,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-22,John's Boardgame Shop,266.31,6,44.385,,,0.928,0.6496629750354793,4.0,0.05172413793103448,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-22,Mary's Christmas Store,32.35,1,32.35,,,0.972972972972973,3.0372959017741423,1.0,0.027777777777777776,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-23,Jim's Gym Supplies,0.0,1,0.0,,,0.9148230088495575,2.8060688753643133,0.0,0.09008464328899637,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-23,John's Boardgame Shop,139.73,5,27.945999999999998,,,0.9230769230769231,0.6714511062815289,4.0,0.058333333333333334,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-24,John's Boardgame Shop,213.66,8,26.7075,,,0.927536231884058,0.6663562431355081,8.0,0.0546875,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-24,Mary's Christmas Store,117.47999999999999,3,39.16,,,0.974025974025974,2.889440971172459,3.0,0.02666666666666667,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-25,John's Boardgame Shop,76.44999999999999,3,25.48333333333333,,,0.9290780141843972,0.6444432220881435,3.0,0.05343511450381679,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-25,Mary's Christmas Store,65.14,2,32.57,,,0.9746835443037974,2.788777074129751,2.0,0.025974025974025976,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-26,John's Boardgame Shop,46.18,3,15.393333333333333,,,0.9305555555555556,0.620637138408411,3.0,0.05223880597014925,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-26,Mary's Christmas Store,32.35,1,32.35,,,0.975,2.740709556276942,1.0,0.02564102564102564,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-27,John's Boardgame Shop,19.29,3,6.43,,,0.9319727891156463,0.5955894046855793,3.0,0.051094890510948905,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-27,Mary's Christmas Store,169.67999999999998,4,42.419999999999995,,,0.9761904761904762,2.5901991226234276,4.0,0.024390243902439025,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-28,John's Boardgame Shop,43.96,2,21.98,,,0.9328859060402684,0.5827859946734215,2.0,0.050359712230215826,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-28,Mary's Christmas Store,202.23,5,40.446,,,0.9775280898876404,2.458561092479752,5.0,0.022988505747126436,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-29,John's Boardgame Shop,119.25,5,23.85,,,0.935064935064935,0.5536837550985098,5.0,0.04861111111111111,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-29,Mary's Christmas Store,373.09000000000003,8,46.636250000000004,,,0.979381443298969,2.24379820505884,8.0,0.021052631578947368,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-30,John's Boardgame Shop,87.97,3,29.323333333333334,,,0.9299363057324841,0.5590840187012318,2.0,0.0547945205479452,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-30,Mary's Christmas Store,359.15,6,59.85833333333333,,,0.9805825242718447,2.2622224988680775,6.0,0.019801980198019802,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-31,John's Boardgame Shop,88.93,3,29.643333333333334,,,0.93125,0.5444277623120702,3.0,0.053691275167785234,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-31,Mary's Christmas Store,247.76999999999998,5,49.553999999999995,,,0.9814814814814815,2.1563992890737533,5.0,0.018867924528301886,0,0,0,0,0,0,0,1,0,0,0,0
2018-04-01,John's Boardgame Shop,21.98,1,21.98,,,0.9316770186335404,0.539046077803933,1.0,0.05333333333333334,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-01,Mary's Christmas Store,32.35,1,32.35,,,0.981651376146789,2.1294344626328905,1.0,0.018691588785046728,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-02,John's Boardgame Shop,137.29999999999998,5,27.459999999999997,,,0.9337349397590361,0.5157027903347067,5.0,0.05161290322580645,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-02,Mary's Christmas Store,133.23000000000002,3,44.410000000000004,,,0.9821428571428571,2.1038926354352423,3.0,0.01818181818181818,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-03,John's Boardgame Shop,161.49,7,23.07,,,0.9364161849710982,0.5041717333332137,7.0,0.04938271604938271,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-03,Mary's Christmas Store,143.88,3,47.96,,,0.9826086956521739,2.04702625772343,3.0,0.017699115044247787,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-04,John's Boardgame Shop,159.53,6,26.588333333333335,,,0.9385474860335196,0.4800386612950075,6.0,0.047619047619047616,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-04,Mary's Christmas Store,65.88,2,32.94,,,0.9829059829059829,2.000035908359745,2.0,0.017391304347826087,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-05,John's Boardgame Shop,110.75999999999999,5,22.151999999999997,,,0.9347826086956522,0.49593439061249006,4.0,0.05232558139534884,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-05,Mary's Christmas Store,33.13,1,33.13,,,0.9830508474576272,1.9773614736684306,1.0,0.017241379310344827,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-06,John's Boardgame Shop,134.56,3,44.85333333333333,,,0.9358288770053476,0.48839461274704976,3.0,0.05142857142857143,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-06,Mary's Christmas Store,52.0,1,52.0,,,0.9831932773109243,1.961695198486373,1.0,0.017094017094017096,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-07,John's Boardgame Shop,118.28,2,59.14,,,0.9312169312169312,0.5107102774157833,1.0,0.056818181818181816,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-07,Mary's Christmas Store,32.35,1,32.35,,,0.9833333333333333,2.0620864569271995,1.0,0.01694915254237288,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-08,John's Boardgame Shop,61.769999999999996,2,30.884999999999998,,,0.9319371727748691,0.5035890056300101,2.0,0.056179775280898875,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-08,Mary's Christmas Store,84.97999999999999,2,42.489999999999995,,,0.9836065573770492,2.023636943416444,2.0,0.016666666666666666,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-09,Mary's Christmas Store,65.14,2,32.57,,,0.9838709677419355,1.9798674971252495,2.0,0.01639344262295082,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-10,John's Boardgame Shop,110.67999999999999,4,27.669999999999998,,,0.9333333333333333,0.48904385891081364,4.0,0.054945054945054944,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-10,Mary's Christmas Store,52.0,1,52.0,,,0.984,1.9651107715801928,1.0,0.016260162601626018,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-11,John's Boardgame Shop,86.32000000000001,5,17.264000000000003,,,0.935,0.4853275818465288,5.0,0.053475935828877004,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-11,Mary's Christmas Store,32.35,1,32.35,,,0.9841269841269841,1.9441369435030778,1.0,0.016129032258064516,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-12,John's Boardgame Shop,19.29,4,4.8225,,,0.9362745098039216,0.4668913408754028,4.0,0.05235602094240838,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-12,Mary's Christmas Store,52.0,1,52.0,,,0.984251968503937,1.9299115280586343,1.0,0.016,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-13,John's Boardgame Shop,180.73,7,25.818571428571428,,,0.9241706161137441,0.5031151366829291,4.0,0.06666666666666667,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-13,Mary's Christmas Store,52.0,1,52.0,,,0.984375,2.040854313262624,1.0,0.015873015873015872,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-14,John's Boardgame Shop,283.96999999999997,6,47.328333333333326,,,0.9216589861751152,0.5098623246373875,5.0,0.065,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-15,John's Boardgame Shop,24.2,2,12.1,,,0.9223744292237442,0.5013265529138009,2.0,0.06435643564356436,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-15,Mary's Christmas Store,32.35,1,32.35,,,0.9844961240310077,2.023739453446726,1.0,0.015748031496062992,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-16,John's Boardgame Shop,39.79,2,19.895,,,0.918552036199095,0.503149666012788,1.0,0.06896551724137931,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-17,John's Boardgame Shop,32.48,1,32.48,,,0.918918918918919,0.5002554678898274,1.0,0.06862745098039216,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-18,John's Boardgame Shop,150.67000000000002,4,37.667500000000004,,,0.9203539823008849,0.4902465569255998,4.0,0.0673076923076923,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-18,Mary's Christmas Store,52.0,1,52.0,,,0.9846153846153847,2.0092993669122663,1.0,0.015625,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-19,John's Boardgame Shop,21.98,8,2.7475,,,0.9188034188034188,0.4672861651074158,7.0,0.06976744186046512,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-19,Mary's Christmas Store,66.50999999999999,2,33.254999999999995,,,0.9848484848484849,1.96910248739341,2.0,0.015384615384615385,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-20,John's Boardgame Shop,174.94,4,43.735,,,0.9159663865546218,0.4765882335376405,3.0,0.07339449541284404,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-20,Mary's Christmas Store,52.0,1,52.0,,,0.9849624060150376,1.9554391270008296,1.0,0.015267175572519083,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-21,John's Boardgame Shop,86.97,3,28.99,,,0.91701244813278,0.46997196972651006,3.0,0.07239819004524888,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-21,Mary's Christmas Store,266.35,2,133.175,,,0.9777777777777777,2.0302580633438216,1.0,0.022727272727272728,1,0,0,0,0,0,0,0,0,0,0,0
